Topic,Count,Name,Representation,Representative_Docs
298,34,298_hebrenjtë_hebrenjve_hebre_shekullit,"['hebrenjtë', 'hebrenjve', 'hebre', 'shekullit', 'hebrenj', 'shpëtuar', 'holokaustit', 'hebrenjsh', 'njohu', 'yad']","['Në vitin 1935 delegacioni i Kongresit Botëror të Hebrenjve, pasi përfundoi vizitën në Shqipëri, i shkroi Kongresit se ky vend mund të konsiderohet atdhe rezervë për hebrenjtë.', 'Gjatë Holokaustit ndodhi vala e katërt e ardhjes së hebrenjve në Shqipëri, pas valëve të shekullit I, për t’i shpëtuar skllavërisë në Romë; të shekullit XV, për t’i shpëtuar Inkuizicionit; të shekullit XVII, për t’i shpëtuar përndjekjes së Perandorisë Osmane.', 'Ky fakt nuk njihet vetëm nga ne, as vetëm nga hebrenjtë, por Lidhja e Kombeve në vitin 1926 i njohu shtetit shqiptar autoritetin e ligjshëm, si vend i qëndrimit të përkohshëm të hebrenjve.']"
299,34,299_falënderoj_gjej_dhanë_mbështetën,"['falënderoj', 'gjej', 'dhanë', 'mbështetën', 'opozitës', 'kolegët', 'rastin', 'mbështetjen', 'votuan', 'xhamisë']","['Si unë, jam e bindur që kanë vepruar edhe kolegët e mi të Partisë Demokratike, të cilët gjej rastin t’i falënderoj për bashkëpunimin.', 'Gjej rastin të falënderoj të gjithë banorët e Bashkisë së Selenicës për mbështetjen që i dhanë kandidatit të Parisë Socialistë, Nertil Bellajt, dhe t’i uroj atij suksese, bashkë me të gjithë kryetarët e rinj të bashkive, edhe ata pak të opozitës, të cilët uroj të punojnë pa bërë dallime ideologjike dhe politike dhe t’u shërbejnë qytetarëve në mënyrën më të mirë të mundshme!', 'Gjej rastin t’i falënderoj kolegët e Partisë Demokratike që e mbështetën atë rezolutë! Gjithashtu, gjej rastin t’u bëj një apel të gjithë kolegëve nga të gjitha krahët në të gjitha delegacionet parlamentare, ku jemi të përfaqësuar si Kuvend: Kryeministri dhe qeveria po bëjnë punën e tyre, madje shumë të shkëlqyer.']"
300,34,300_nen_variantit_parim_votimin,"['nen', 'variantit', 'parim', 'votimin', 'karton', 'projektrezolutën', 'kalojmë', 'miratohet', 'komisionit', 'vlerësimin']","['Miratohet në parim projektligji. Kalojmë në votimin nen për nen me karton, sipas variantit të komisionit.', 'Miratohet në parim projektligji. Kalojmë në votimin nen për nen me karton, sipas variantit të komisionit.', 'Asnjë kundër. Asnjë abstenim. Miratohet projektligji në parim. Kalojmë në votimin nen për nen me karton, sipas variantit të komisionit.']"
301,34,301_pet_skaner_skaneri_scanner,"['pet', 'skaner', 'skaneri', 'scanner', 'aparat', 'privati', 'kancerin', 'scan', 'skanerit', 'euro']","['Çfarë qeverie jeni ju, që i jepni 130 milionë euro koncesion një privati dhe, ndërkohë, në spital nuk ka një aparat PET skaner?', 'Ajo që ju abuzoni dhe ngatërroni është përse ky PET skaner nuk po merret? Sepse, normale, duhet të përgatitet stafi mjekësor dhe lënda e kontrastit me të cilën do të punojë ky PET skaner.', 'Pra, ato nuk ekzistojnë. Sa kushton një PET-skaner? 1,5 milionë euro i teknologjisë së fundit.']"
302,34,302_beratit_berat_bashkia_mbetjeve,"['beratit', 'berat', 'bashkia', 'mbetjeve', 'menaxhimit', 'integruar', 'donatorët', 'projekte', 'përmetit', 'beratin']","['Gjatë periudhës shtator 2018–dhjetor 2022 Bashkia e Beratit, Bashkia e Kuçovës, Bashkia e Dimalit, Bashkia e Poliçanit dhe Bashkia e Skraparit (të qarkut të Beratit) kanë zbatuar fazën e parë të projektit të menaxhimit të integruar të mbetjeve, financuar nga qeveria zvicerane me një fond prej 3 milionë e 484 mijë frangash zvicerane.', 'Si deputete e qarkut të Beratit dua të ritheksoj se Bashkia e Beratit, si një ndër përfitueset e mbështetjes gjermane, në vitet e fundit ka realizuar dhe po vazhdon disa projekte madhore në infrastrukturë, të cilat...', 'Ndoqa zonjën e Beratit që foli për investimet. Shumë mirë, bravo i qoftë Beratit! Po a e dini se ka edhe qytete të tjera?!']"
303,33,303_amendamentin_hedhim_votim_elektronikë,"['amendamentin', 'hedhim', 'votim', 'elektronikë', 'elisa', 'spiropali', 'votimi', 'hapet', 'votoni', 'mbyllet']","['Faleminderit! Elisa Spiropali – Hedhim në votim amendamentin, me elektronikë. Hapet votimi. Ju lutem, votoni!', 'Faleminderit! Elisa Spiropali – Hedhim në votim me elektronikë amendamentin. Hapet votimi. Ju lutem votoni.', 'Faleminderit! Elisa Spiropali – E hedhim në votim me elektronikë amendamentin. Hapet votimi. Mbyllet votimi.']"
304,33,304_zezë_bardhë_zeza_zezën,"['zezë', 'bardhë', 'zeza', 'zezën', 'bardhën', 'konsumues', 'faqe', 'njollë', 'transformoni', 'zezës']","['Është faqe e zezë si deputetë; është faqe e zezë si prindër; është faqe e zezë si gjyshër, për ata që janë bërë; është faqe e zezë si vëllezër, si motra, sepse ata po rrinë jashtë në 40 gradë.', 'Kështu që, nëse e zeza është e zezë, duhet të lexohet e tillë edhe nga ju.', 'Lëreni gjuhën parlamentare, joparlamentare, sepse unë as kam fyer dhe as fyej njeri, por të zezën nuk e bëj të bardhë dhe të bardhën nuk e bëj dot të zezë.']"
305,33,305_milionë_kilometra_rrugë_kilometër,"['milionë', 'kilometra', 'rrugë', 'kilometër', 'kilometri', 'euro', 'miliardë', 'rruge', '336', 'kostoja']","['Shkoni në Korçë: ju ndërtoni katër kilometra me 40 milionë euro, 10 milionë euro kilometri.', 'Në rast se do ta çonim 2% transfertën e pakushtëzuar, në bashki do të kishim rreth 24 miliardë lekë të tjera të destinuara, të cilat me koston që unë ju thashë për ndërtimin e 1 kilometri rrugë, dhe për 12 mijë kilometra rrugë që ne kemi, do të thotë që brenda 10 apo 15 vjetëve ta zgjidhim këtë problem kombëtar, pra asfaltimin e të gjitha rrugëve rurale në Shqipëri.', 'Nga një studim që unë kam bërë për koston e 1 kilometri rrugë rurale, sipas manualit të vitit 177 Legjislatura e 10-të Viti 2024 2015 për rrugët, duke marrë parasysh rritjen e çmimeve kohëve të fundit, për të bërë 1 kilometër rrugë me asfalt me një gjerësi rruge 3,5 apo 3,6 metra kostoja është 30 milionë lekë të reja ose 300 mijë euro.']"
306,33,306_albcontrol_ajror_lundrimit_tregtare,"['albcontrol', 'ajror', 'lundrimit', 'tregtare', 'sh', 'jofitimprurës', 'shoqëritë', 'enti', 'publik', 'it']","['9901 të vitit 2008 “Për tregtarët dhe shoqëritë tregtare”. Objektivi kryesor i këtij projektligji është organizimi i Albcontrol-it në formën e një enti publik të pavarur, jobuxhetor dhe jofitimprurës, i cili do të veprojë në interes publik dhe do të ofrojë shërbimet e lundrimit ajror në hapësirën ajrore të Republikës së Shqipërisë sipas parashikimit të konventave dhe marrëveshjeve ndërkombëtare në fushën e aviacionit civil.', 'Projektligji përcakton krijimin e entit publik “Albcontrol”. Veprimtaria e ushtruar nga Albcontrol-i përbën shërbim publik dhe nuk ka qëllim fitimin.', 'Albcontrol-i funksionon në përputhje me ligjin nr. 96/2020 “Kodi Ajror i Republikës së Shqipërisë”, ku në nenin 85 përcaktohet ofertuesi i shërbimeve të lundrimit ajror si ent publik ose privat, duke e përdorur këtë hapësirë ligjore, për të argumentuar nevojën që Albcontrol-i të organizohet në funksionin e një enti publik duke prishur formën juridike që ka sot, siç e dimë, është “sh.a”, e cila operon në bazë të ligjit “Për shoqëritë tregtare”.']"
307,33,307_lavdërimet_ditë_njerëzish_festuar,"['lavdërimet', 'ditë', 'njerëzish', 'festuar', 'uroj', 'rëndësishme', 'grupi', 'pavarësisë', 'festohet', 'muajin']","['Ne kemi një përvojë të mirë, që 21 maji i vitit 2006 (kam pasur nderin të jem iniciator) u shpall “ditë e përkujtimit publik” dhe kremtohej njësoj si 8 Dhjetori, Dita Kombëtare e Rinisë, 4 dhjetori, dita e ushtrisë, apo edhe ditë të tjera përkujtimore publike, dhe duhet ta kthejmë në agjendë dhe të lobojmë fort të gjithë për të vendosur memorialin e qëndresës dhe të qëndrestarëve në qendër të Tiranës dhe të vazhdojmë punën tonë, të konsultohemi me Ministrinë e Kulturës, me qeverinë dhe me institucionet përgjegjëse, që muzeu i Spaçit të shpallet muze kombëtar dhe të plotësohet e të konfigurohet si një i tillë, si muze i dëshmisë së qëndresës antikomuniste.', 'Dua t’u uroj të gjithë shqiptarëve: gëzuar këtë ditë! Gjithashtu, kolegë, dua t’ju ftoj t’i bashkoheni nismës sime për ta bërë këtë ditë festë kombëtare, jo si një ditë tjetër pushimi, por si një ditë për të festuar një nga ngjarjet më të rëndësishme në historinë e kombit tonë, dhe jo vetëm në Lezhë, fatkeqësisht, por për të filluar festa nga Presheva në Kosovë, në Maqedoninë e Veriut, në viset ku flitet shqip, në Greqi, në viset tona në Malin e Zi e kudo në diasporën tonë!', 'Këto janë lavdërimet e një grupi njerëzish, të cilët nuk guxojnë të takojnë një qytetar të vetëm; lavdërimet e një grupi njerëzish, të cilët në çdo pozicion, kohë, stinë, ditë, vjedhin, vjedhin dhe vetëm vjedhin; lavdërimet e një grupi njerëzish, të cilët janë bërë urrejtja kryesore e qytetarëve shqiptarë; lavdërimet e një grupi njerëzish me në krye Edi Ramën, i cili udhëton me avion në dispozicion 150 deri në 300 mijë euro; lavdërimet e një grupi njerëzish, të cilët, në dallim nga të gjitha qeveritë në Europë, ndërtojnë një kilometër rrugë në fushë 22-24 milionë euro, 8 herë më i lartë sesa është çmimi, sepse ndajnë paratë me njëri-tjetrin, me akrabatë; lavdërimet e një grupi njerëzish, të cilët e kanë shndërruar administratën shtetërore në një shtrat të nxehtë të korrupsionit, të hajdutëve; lavdërimet e një grupi njerëzish të papërgjegjshëm, të cilët vendosin format më të egra të rrjepjes dhe të vjedhjes së qytetarëve shqiptarë.']"
308,33,308_spaho_edmond_deputeti_mikrofon,"['spaho', 'edmond', 'deputeti', 'mikrofon', 'ndërhyn', 'zoti', 'flet', 'ndërroj', 'frashëri', 'pa']","['(Deputeti Edmond Spaho ndërhyn pa mikrofon nga salla.) Zoti Spaho, ju nuk jeni në listën e diskutantëve.', 'Ju e dini këtë. (Ndërhyrje pa mikrofon në sallë) Po, zoti Spaho, për procedurë. Edmond Spaho – Zonja Kryetare, duhet të jeni e barabartë me të gjithë.', 'Faleminderit! Lindita Nikolla – Fjalën e ka zoti Edmond Spaho. (Deputeti Spaho flet nga vendi, pa mikrofon.) Jeni tërhequr?']"
309,33,309_varfër_varfërinë_popull_varfëria,"['varfër', 'varfërinë', 'popull', 'varfëria', 'varfërim', 'varfëri', 'refreni', 'varfërisë', 'vjedhur', 'njerëzit']","['Unë flas për gjërat bazë, flas për varfërinë në familje, varfërinë në përballimin e kushteve të sistemit shëndetësor dhe varfërinë sociale, por ju çfarë bëni?!', 'Më gjeni një proces në botë që të jetë si ky dhe në një vend që, siç i referoheni ju, i varfër e i varfër e i varfër.', 'Pa diskutim do t’ju them dhe një gjë të fundit: ju do të thoni gjatë gjithë kohës se kaq para kemi, do të marrim borxh, se jemi vend i varfër, pra e keni kthyer varfërinë në një arsye për të qenë edhe më të varfër, sepse s’po ngrihemi nga caku i varfërisë.']"
310,33,310_votash_shumicë_thjeshtë_akt,"['votash', 'shumicë', 'thjeshtë', 'akt', 'kërkon', 'votimi', 'hapur', 'hapet', 'projektligji', 'miratim']","['Ky akt kërkon shumicë të thjeshtë votash për miratim. Votimi është i hapur. Hapet votimi.', 'Ky akt kërkon shumicë të thjeshtë votash për miratim. Votimi është i hapur. Hapet votimi.', '(Ndërhyrje pa mikrofon) Ky akt kërkon shumicë të thjeshtë votash për miratim. Votimi është i hapur.']"
311,32,311_pallatit_pallati_pallatin_pallat,"['pallatit', 'pallati', 'pallatin', 'pallat', 'ndërtuesi', 'mbretëror', 'lulishte', 'parking', 'brigadave', 'protial']","['(Tregon foto.) Pra, shikoni si ia shtron! Dhe ky zotëria jo vetëm që i përdor këta 210 metra për parking, por përdor edhe pjesën tjetër shërbyese të pallatit, madje ka nxjerrë edhe një licencë te ministria (është njësoj si të marr unë një licencë dhe të bëj një parking përpara Parlamentit) duke zënë derën e pallatit.', 'Këtu pensionistëve u duhet të bëjnë me kilometra rrugë për të gjetur një lulishte; të paktën t’u krijojmë mundësi atyre, që ato pak ditë që u kanë mbetur të ulen në një lulishte para pallatit të tyre, jo siç ka ndodhur në lagjen time, ku është vjedhur prona e përbashkët, është uzurpuar pjesa shërbyese e pallatit dhe pastaj ne ankohemi.', 'Unë i kam të gjitha letrat dhe do t’i marr me radhë. Kemi bërë: (Tregon foto.) Këtu është vendimi i Komisionit të Kthimit të Pronave; këtu është leja e ndërtimit në vitin 2005, që e detyronte ndërtuesin të bënte lulishte përpara pallatit, jo parking privat, që nënat me fëmijë, të moshuarit të kenë mundësi të ulen përpara pallatit, të jenë dy stola dhe të mos thithin pluhur.']"
312,32,312_elektronikë_procedura_votash_votim,"['elektronikë', 'procedura', 'votash', 'votim', 'shumicë', 'votimit', 'thjeshtë', 'kërkon', 'hapur', 'votimi']","['Ky akt kërkon shumicë të thjeshtë votash. Votimi është i hapur. Procedura e votimit: një votim me elektronikë.', 'Ky akt kërkon shumicë të thjeshtë votash. Procedura e votimit: një votim me elektronikë. Votimi është i hapur.', 'Ky akt kërkon shumicë të thjeshtë votash. Procedura e votimit: një votim me elektronikë. Votimi është i hapur.']"
313,32,313_votimi_elektronikë_votim_hapet,"['votimi', 'elektronikë', 'votim', 'hapet', 'procedura', 'votimit', 'mbyllet', 'hapur', 'pro', 'vota']","['Procedura e votimit: 1 votim me elektronikë. Votimi është i hapur. Hapet votimi. Mbyllet votimi.', 'Procedura e votimit: një votim me elektronikë. Votimi është i hapur. Hapet votimi. Mbyllet votimi.', 'Procedura e votimit: një votim me elektronikë. Votimi është i hapur. Hapet votimi. Mbyllet votimi.']"
314,32,314_neni_pro_abstenim_miratohet,"['neni', 'pro', 'abstenim', 'miratohet', 'kundër', 'opsioni', 'nenit', 'statusquo', 'ruhej', 'ndryshime']","['Neni 1. Pro? Kundër? Abstenim? Miratohet. Neni 2. Pro? Kundër? Abstenim? Miratohet. Neni 3. Pro?', 'Neni 1. Pro? Kundër? Abstenim? Miratohet. Neni 2. Pro? Kundër? Abstenim? Miratohet. Neni 3. Pro?', 'Neni 1. Pro? Kundër? Abstenim? Miratohet. Neni 2. Pro? Kundër? Abstenim? Miratohet. Neni 3. Pro?']"
315,32,315_spaho_edmond_faleminderit_zoti,"['spaho', 'edmond', 'faleminderit', 'zoti', 'felaj', 'zotin', 'fjala', 'ermonela', 'nikolla', 'lindita']","['Lindita Nikolla – Dakord. Vijojmë! Fjalën e ka zoti Edmond Spaho. Edmond Spaho – Faleminderit, zonja Kryetare!', 'Faleminderit! Lindita Nikolla – Faleminderit! Fjala për zotin Edmond Spaho. Edmond Spaho – Faleminderit, zonja Kryetare!', 'Edmond Spaho – Të lutem, për procedurë. Lindita Nikolla – Po, zoti Spaho. Edmond Spaho – Faleminderit, zonja Kryetare!']"
316,32,316_dënuar_amnistia_gjkko_dënimi,"['dënuar', 'amnistia', 'gjkko', 'dënimi', 'dënimit', 'penale', 'liruar', 'përfituar', 'përfituesve', 'persona']","['Për sa u përket personave të dënuar për vitin 2023 dhe personave të dënuar për vitin 2024, drejtuesi i prokurorisë thotë se nga personat e dënuar për vitin 2023 vetëm 3 prej tyre kanë qenë në burg, pjesa tjetër janë liruar nga Gjykata e Posaçme kundër Korrupsionit, jo nga amnistia.', 'Nga 20 të dënuar nga GJKKO-ja, që kanë përfituar nga amnistia ulje dënimi për veprat penale të parashikuara nga germa “a” e nenit 75/a të Kodit të Procedurës Penale, vetëm 8 prej tyre kanë qenë të dënuar për veprat penale të kryera kundër veprimtarisë shtetërore të kryera nga shtetasit ose punonjësit shtetërorë në shërbim publik, pra subjekte të zakonshme (shtetas) ose nëpunës në shërbim publik, por kurrsesi zyrtarë të lartë dhe ish-zyrtarë.', 'Këta të tetë, nga 20 përfituesit me ulje dënimi nga amnistia, të dënuar nga GJKKO-ja, kanë qenë për një nga këto veprat që të listova, të tjerët janë dënuar nga GJKKO-ja, por kanë përfituar ulje dënimi për vepra të tjera.']"
317,31,317_cigareve_elektronike_cigaret_ndalimin,"['cigareve', 'elektronike', 'cigaret', 'ndalimin', 'duhanit', 'tërthortë', 'fëmijët', 'moshën', 'rregullimi', 'vjeç']","['Te ky rregullim parashikojmë: ndalimin e shitjes ose furnizimit, ndalimin e ofrimit falas apo shitjes me ofertë të cigareve elektronike për fëmijët, si dhe detyrimin e vendosjes së tabelave për ndalimin e shitjeve të cigareve elektronike për fëmijët nën moshën 18 vjeç në çdo pikëshitje, në çdo markatë, por edhe në çdo pikëshitje ambulatore, që sot është problem dhe duhet zbatuar për produktet e duhanit.', 'Rregullimi i parë ka të bëjë me ndalimin e shitjes dhe tregtimit të cigareve elektronike për fëmijët nën moshën 18 vjeç.', '40 të vitit 2014 të Bashkimit Europian, ku është një parashikim ligjor, që rregullon në mënyrë të rreptë ndalimin e përdorimit të cigareve elektronike, të shitblerjes, të tregtimit apo të faljes së cigareve elektronike për fëmijët nën moshën 18 vjeç.']"
318,30,318_shprehet_komisioni_nismëtari_dhënie,"['shprehet', 'komisioni', 'nismëtari', 'dhënie', 'mendimi', 'përgjegjës', 'njeriut', 'sigurinë', 'administratën', 'drejtat']","['Pyetje Shprehet nismëtari. Shprehet Komisioni përgjegjës për Sigurinë Kombëtare. Shprehet për dhënie mendimi Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut.', 'Pyetje Shprehet nismëtari. Shprehet Komisioni përgjegjës për Sigurinë Kombëtare. Shprehet për dhënie mendimi Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut.', 'Pyetje Shprehet nismëtari. Shprehet Komisioni përgjegjës për Sigurinë Kombëtare. Shprehet për dhënie mendimi Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut.']"
